20241213	12:27:55	269b4e9d-d555-4e10-b027-802fa009e38c	/ 	 undefined 	  OPTIONS
20241214	00:59:16	306834d4-d4ec-4cff-b620-6725715d2bfe	/subdir/css/style.css 	   GET  	 undefined 
20241214	11:57:16	5db9599a-e029-4225-9b53-ef531442bcea	/ 	   GET  	 undefined 
20241214	11:57:16	9082d270-9c82-4af8-beb0-adfb04926215	/css/style.css 	   GET  	 undefined 
20241214	11:57:17	ef3837e0-0175-4172-aa56-b187ed92ee46	/favicon.ico 	   GET  	 undefined 
20241214	12:00:40	7f5547ad-199b-4143-9c8a-be68fc4fbb1c	/employee 	   GET  	 undefined 
20241214	12:01:14	69369d84-2577-4b50-8cd4-4fd7f5e1f1ff	/id 	   GET  	 undefined 
20241214	12:01:25	d7972182-65ac-4ca1-9525-4622d91bfd12	/employee 	   GET  	 undefined 
20241214	12:01:59	3a3e4e02-4e87-42d1-b3e0-1aa900223c68	/employee/id 	   GET  	 undefined 
20241214	12:02:09	91b43f8a-2740-4eba-8aa9-47f7aee0e7dd	/employee/1 	   GET  	 undefined 
20241214	12:02:14	e8314f58-1497-40b2-b3e6-17e9ec37bf3e	/employee/2 	   GET  	 undefined 
20241214	12:03:05	a74a6dbb-d8c7-4a7a-bdde-d120f4492aa9	/employee/1 	   GET  	 undefined 
20241214	12:04:13	2dc925fc-9ff0-4441-97ff-f47093087e44	/employee/1 	   POST  	 undefined 
20241214	12:06:35	89aa39d5-411c-4359-93c9-7a6375148c31	/employee 	   POST  	 undefined 
20241214	12:06:37	71d7ba92-9354-4896-9844-203978894017	/employee 	   POST  	 undefined 
20241214	12:09:45	85cd3b64-a65e-4540-ba03-99e0ff95dabd	/employee 	   GET  	 undefined 
20241214	12:09:54	3f7b9bc3-d101-4a7b-a99f-04a2e763788c	/employee 	   GET  	 undefined 
20241214	12:09:55	b6433351-eec2-4506-bce9-44f9ea959262	/employee 	   GET  	 undefined 
20241214	12:09:56	c0779b48-65b0-4027-823e-33e7be6ce274	/employee 	   GET  	 undefined 
20241214	12:09:57	4d7d2a16-19f0-42f0-98dc-b3756c4c7019	/employee 	   GET  	 undefined 
20241214	12:09:57	d8042387-9faa-4a48-b3b3-85f077feebf8	/employee 	   GET  	 undefined 
20241214	12:09:58	c54be968-c0ef-44b3-bdcc-ac9aed9ed3fd	/employee 	   GET  	 undefined 
20241214	12:10:14	e689f660-2608-4354-bdc3-a4c5113dd032	/employee 	   POST  	 undefined 
20241214	12:10:15	b3fad393-e199-477b-b294-d19e6fad749e	/employee 	   POST  	 undefined 
20241214	12:10:16	45887aa2-d49d-40ca-8365-d9125a9d2b43	/employee 	   POST  	 undefined 
20241214	12:10:16	0196db43-aada-445e-9b44-5924057a1e15	/employee 	   POST  	 undefined 
20241214	12:10:16	3f42d968-c130-41a4-8521-8fe31797af1b	/employee 	   POST  	 undefined 
20241214	12:10:16	f7d90bfd-69c3-41d3-9cbd-e56fe81321ea	/employee 	   POST  	 undefined 
20241214	12:10:17	78bf64b3-aa4f-4468-b224-ab0c339795b5	/employee 	   POST  	 undefined 
20241214	12:10:17	755d2b58-6371-4c33-ace5-a9817305a90d	/employee 	   POST  	 undefined 
20241214	12:10:17	18c1f4fb-b8e4-4fb6-8116-066b5ef5bab7	/employee 	   POST  	 undefined 
20241214	12:10:17	313bf41d-2dd0-4502-a123-4f780ee0b9dd	/employee 	   POST  	 undefined 
20241214	12:10:18	fd60447d-3041-415f-8156-b7d8ae2610fd	/employee 	   POST  	 undefined 
20241214	12:10:26	2f340e9e-e289-4f4a-8f90-4a739daed57f	/employee 	   POST  	 undefined 
20241214	12:10:27	f265360c-7e95-4ea1-bd12-5b9a679a944d	/employee 	   POST  	 undefined 
20241214	12:10:28	814e247e-ce8c-49f6-a654-e76e4b51e37e	/employee 	   POST  	 undefined 
20241214	12:10:28	f79099f2-9ee6-421c-bd51-e553228a73c5	/employee 	   POST  	 undefined 
20241214	12:10:28	f9aa030c-6461-4740-9db0-a1241733a054	/employee 	   POST  	 undefined 
20241214	12:10:28	3ae5802a-1f2e-45f3-acca-f8a358af5443	/employee 	   POST  	 undefined 
20241214	12:10:28	984ac47e-fd3f-4263-9661-8b71bf170bc1	/employee 	   POST  	 undefined 
20241214	12:10:29	67dea8d0-3426-4299-97e8-2bf10e6cba5f	/employee 	   POST  	 undefined 
20241214	12:10:29	889dbee3-8c06-4c05-ab44-bb6aec3c738a	/employee 	   POST  	 undefined 
20241214	12:11:45	6f0b3a14-e316-4789-9b29-b767f0349618	/employee 	   POST  	 undefined 
20241214	12:11:47	4e7f6710-e548-405b-a3bf-e92129941666	/employee 	   POST  	 undefined 
20241214	12:11:47	41265f4a-506a-467c-ad42-e403e2694dda	/employee 	   POST  	 undefined 
20241214	12:11:48	d9ea1407-d710-40c3-970f-cd821ba98aab	/employee 	   POST  	 undefined 
20241214	12:11:48	c90eb085-0785-47ec-96d5-933adab4a1ea	/employee 	   POST  	 undefined 
20241214	12:11:48	dd4694d1-6618-4c1b-800c-3d43f499d272	/employee 	   POST  	 undefined 
20241214	12:11:48	6a2af1a5-b427-4f51-90c5-dc2890f13085	/employee 	   POST  	 undefined 
20241214	12:11:49	aeb046eb-2f23-475f-a1ef-470b19c8049e	/employee 	   POST  	 undefined 
20241214	12:11:49	16847f8f-2edc-4c8d-aca1-a401ad28fa39	/employee 	   POST  	 undefined 
20241214	12:11:49	87f6b216-2195-47ad-bc0a-63ab18b39bc0	/employee 	   POST  	 undefined 
20241214	12:11:49	9abba747-8e8e-4499-acc8-e45a02e76a32	/employee 	   POST  	 undefined 
20241214	12:11:49	d75ffb8c-9f79-469d-bec9-e328b1957981	/employee 	   POST  	 undefined 
20241214	12:11:50	39a0b652-f5ee-465b-9881-dae8b880d4ad	/employee 	   POST  	 undefined 
20241214	12:11:50	ad0a3325-ca7f-415d-9f36-5315613124a3	/employee 	   POST  	 undefined 
20241214	12:11:50	829ad045-7557-4c31-ae7a-4bb422656006	/employee 	   POST  	 undefined 
20241214	12:12:14	5313f88c-e6f1-447f-8ed2-a7f183e9e1d4	/employee 	   GET  	 undefined 
20241214	15:51:23	103b0903-b336-4c19-89f1-d3e436ead85e	/ 	   POST  	 undefined 
20241214	15:51:49	2fae4e62-3a25-440e-815e-e75595de8610	/?firstname=john&lastname=pandi 	   POST  	 undefined 
20241214	15:51:50	364da6fe-7c50-4c04-8ce2-3a4bfd47b84b	/?firstname=john&lastname=pandi 	   POST  	 undefined 
20241214	15:51:50	3ee7d761-c9ec-452e-8bbe-2c672ac6c12c	/?firstname=john&lastname=pandi 	   POST  	 undefined 
20241214	15:51:50	843e286a-d487-4ad3-8f68-e5e461bbc56a	/?firstname=john&lastname=pandi 	   POST  	 undefined 
20241214	15:52:14	4c7cd457-6e01-4cb2-b922-b4dcc88297bb	/?firstname=john&lastname=pandi 	   POST  	 undefined 
20241214	15:52:14	2dfa06b5-897e-4fac-a28e-9eb7d9c0291b	/?firstname=john&lastname=pandi 	   POST  	 undefined 
20241214	15:52:15	1a054caf-dadc-4b0e-88a6-6d81c7eb1c36	/?firstname=john&lastname=pandi 	   POST  	 undefined 
20241214	15:52:15	f11da506-3a07-4915-b386-65c01f88ca83	/?firstname=john&lastname=pandi 	   POST  	 undefined 
20241214	15:52:15	1fe6e6a0-820f-4b5a-ac06-2dd28b92c7de	/?firstname=john&lastname=pandi 	   POST  	 undefined 
20241214	15:52:15	4b47fa78-7516-4bf5-99c0-700161ddd23e	/?firstname=john&lastname=pandi 	   POST  	 undefined 
20241214	15:52:15	5c637bdb-be2f-4893-bf4a-00920b60287a	/?firstname=john&lastname=pandi 	   POST  	 undefined 
20241214	15:53:42	09c05b60-b549-4c95-afd1-e70c91092795	/ 	   POST  	 undefined 
20241214	16:15:04	05ffd93c-ad51-4c46-b7c3-a115bec35bc6	/employee 	   GET  	 undefined 
20241215	00:07:27	e13e0c87-cbac-4b3d-9c5b-207e3b97c699	/ 	   GET  	 undefined 
20241215	00:07:27	6e6e6434-5c77-4499-97ae-fa0ffd16eb2b	/css/style.css 	   GET  	 undefined 
20241215	00:07:48	1e69f492-481c-4593-b436-a913d08a735b	/employee 	   GET  	 undefined 
20241215	00:07:55	50ce8735-9b92-4ff5-8579-8433c743f02b	/employee 	   POST  	 undefined 
20241215	00:08:08	bc5c50c3-39f6-49e1-b371-9bd111057e78	/employee 	   POST  	 undefined 
20241215	00:10:00	989e7011-acd2-452b-8d7a-7d00734315d8	/employee 	   POST  	 undefined 
20241215	00:10:01	b762fbff-bb3f-4480-ba6e-4869d3baa510	/employee 	   POST  	 undefined 
20241215	00:10:30	8932df02-b83e-4949-a3dd-dd66427a223e	/employee 	   GET  	 undefined 
20241215	00:10:34	f458f056-0335-427d-b3f0-35d0c8832f6d	/employee 	   POST  	 undefined 
20241215	00:16:16	c6154f82-f807-4123-a4b7-4fd90aa41176	/employee 	   POST  	 undefined 
20241215	00:16:16	76efca4e-4939-4239-89d0-c94b22f246e4	/employee 	   POST  	 undefined 
20241215	00:16:17	1c5a8943-29fa-4d49-a5bb-46710bb8857f	/employee 	   POST  	 undefined 
20241215	00:16:17	d0124093-67cc-4caa-9b02-fc8bdae1331e	/employee 	   POST  	 undefined 
20241215	00:17:20	5f5913c7-6119-4047-87ea-a421f3d86b1c	/employee 	   POST  	 undefined 
20241215	00:17:21	ec690361-bafd-442c-9359-3f791c33887c	/employee 	   POST  	 undefined 
20241215	00:17:21	c1df1e77-a37a-4e57-a8bf-c1e031cdb577	/employee 	   POST  	 undefined 
20241215	00:17:22	6a0ad2e0-851e-446a-ace3-537002c6baa9	/employee 	   POST  	 undefined 
20241215	00:17:22	cd80e198-7478-468b-9ae8-7ca5a0c8ed5b	/employee 	   POST  	 undefined 
20241215	00:17:22	acfc8cf7-7dea-46fc-aab9-25c746ad4b57	/employee 	   POST  	 undefined 
20241215	00:17:23	1a75dae6-65af-47f3-970f-ad303274fc31	/employee 	   POST  	 undefined 
20241215	00:17:27	b9995d18-943e-475d-812f-261155733832	/employee 	   POST  	 undefined 
20241215	00:18:43	21577609-770a-4794-af80-847bf818f3eb	/employees 	   POST  	 undefined 
20241215	00:18:44	5fa16200-9773-444f-a8e6-804c41c0fab3	/employees 	   POST  	 undefined 
20241215	00:18:45	364dc487-0665-4f3b-bfa2-2e3d24d10153	/employees 	   POST  	 undefined 
20241215	00:18:45	0b04635a-67c7-4622-b3bb-a8fcf51299a4	/employees 	   POST  	 undefined 
20241215	00:18:51	c3faac88-6537-43b8-a5b6-0dfced68547d	/employee 	   POST  	 undefined 
20241215	00:19:41	3d39805f-7083-4c39-9017-75372536b45a	/employee 	   POST  	 undefined 
